[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 10:38:02] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 10:38:03] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 10:38:03] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 10:38:05] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082\
[2024-11-25 10:38:05] [class-ss-setup-task.php:72] Adding origin URL to queue: https://localhost/vp001/
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b435825-7CiOsu.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js?simply_static_page=7524
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js?simply_static_page=7524
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 28352 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b435825-7CiOsu.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:c23834d008ed1f1e7ec1eeaeef189548f4d11330===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b43ceb5-z9faN5.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js?simply_static_page=7525
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js?simply_static_page=7525
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 28352 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b43ceb5-z9faN5.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:c23834d008ed1f1e7ec1eeaeef189548f4d11330===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b443fb1-1QYOOS.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js?simply_static_page=7526
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js?simply_static_page=7526
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 303758 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b443fb1-1QYOOS.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:419b0be8b616db8ac26d028e1cafc28c4e1577e2===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b452491-9TtqPZ.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js?simply_static_page=7527
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js?simply_static_page=7527
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 164861 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b452491-9TtqPZ.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:a097015f7b1a7ff4e8c3dd0a2f62ea75e9f75968===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b45b95c-VaQ6sm.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js?simply_static_page=7528
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js?simply_static_page=7528
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 6470 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b45b95c-VaQ6sm.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:7eca6c5e0c5e628b45407899e5b062626a608bd9===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b4677ec-mhTXRK.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js?simply_static_page=7529
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js?simply_static_page=7529
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 2859 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b4677ec-mhTXRK.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:d0203de158b02f23460e53640ae3fff4b0bad903===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b471833-Becn1E.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js?simply_static_page=7530
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js?simply_static_page=7530
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 458819 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b471833-Becn1E.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:2d418899a228f23eeeacea72b6e1139abc3a959c===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 550 of 973 pages/files
[2024-11-25 10:38:44] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-25 10:38:44] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-25 10:38:44] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:69] Total pages: 973; Pages remaining: 373
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b484523-60cBMM.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js?simply_static_page=7531
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js?simply_static_page=7531
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 252588 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b484523-60cBMM.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:da9238705930c2ac1a90ad934d090cef3cbd8e6f===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b492db0-AA4wSj.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js?simply_static_page=7532
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js?simply_static_page=7532
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 45823 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b492db0-AA4wSj.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 10:38:44] [class-ss-page.php:119] Checking Content Identical:a6c1639d86c56f9a7ba201bdbe4c1ed5a627c7b3===. Value: FALSE
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:72] URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js
[2024-11-25 10:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 973
[2024-11-25 10:38:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Dell\AppData\Local\Temp/674453b4ac8b5-7ZKIt2.tmp
[2024-11-25 10:38:44] [class-ss-page-handler.php:38] URL Prepared:https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?simply_static_page=7533
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:251] Fetching URL: https://localhost/vp001/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?simply_static_page=7533
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:103] Filesize: 24109 bytes
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js
[2024-11-25 10:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Dell\AppData\Local\Temp/674453b4ac8b5-7ZKIt2.tmp to C:\xampp\htdocs\vp001/wp-content/uploads\simply-static\temp-files/simply-static-1-1732531082/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js
